Narration,TransactionType
"PURCHASE STRUCTURED PRODUCTS Security nr.9857241 /Interest6.70% JB JPY DCI VS USD-112.7000| Interest rate: 6.70%/Nominal amount:500,000,000 |Maturity:05/12/2017",Purchase
ADVANCE OPENING Contract nr.: 402-0816527|Interest rate :0.810000% | Maturity:28/11/2017,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr.9857243 /Interest7.88% JB JPY DCI VS USD-112.9500| Interest rate: 7.88%/Nominal amount:700,000,000|Maturity:05/12/2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr.9857240 /Interest6.96% JB JPY DCI VS USD-112.70000| Interest rate: 6.96%/Nominal amount:500,000,000|Maturity:28/11/2017",Purchase
ADVANCE OPENING Contract nr.: 402-0816531|Interest rate :0.810000% | Maturity:05/12/2017,LoanCreate
FOREX SPOT JPY/USD113.2010,SpotFxOut
ADVANCE OPENING Contract nr.: 402-0816761|Interest rate :0.810000% | Maturity:28/11/2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0816763|Interest rate :0.810000% | Maturity:05/12/2017,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr.9857242 /Interest8.57% JB JPY DCI VS USD-112.9500| Interest rate: 8.57%/Nominal amount:500,000,000|Maturity:28/11/2017",Purchase
"ADVANCE INTEREST Contract nr.: 402-0810787 | Interest rate: 0.810000% | Capital:900,000,000 | Period: 30/10/2017 - 13/11/2017 | Days: 14.00/ 360",LoanCost
CAP/interest 6.43% JB JPY DCI VS USD-112.4,SpotFxIn
ADVANCE REFUND Contract nr.: 402-0810787,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0806343 | Interest rate: 0.810000% | Capital:300,000,000 | Period: 23/10/2017 - 13/11/2017 | Days: 21.00/ 360",LoanCost
ADVANCE REFUND Contract nr.: 402-0806343,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9854671 | 6.43% JB JPY DCI VS USD-112.4 | Interest rate:6.4300%|Nominal amount:900,000,000|Maturity:13/11/2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9853383 | 5.63% JB JPY DCI VS USD-111.7 | Interest rate:5.63000%|Nominal amount:300,000,000 |Maturity:13/11/2017",Sale
CAP/5.63% JB JPY DCI VS USD-111.7,SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9852882 | 8.17% JB JPY DCI VS USD-111.5 | Interest rate:8.1700%|Nominal amount:300,000,000 |Maturity:09/11/2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9852883 | 5.960% JB JPY DCI VS USD-111 | Interest rate:5.9600%|Nominal amount:300,000,000|Maturity:09/11/2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9854157 | 4.97% JB JPY DCI VS USD-112.3 | Interest rate:4.9700%|Nominal amount:750,000,000 |Maturity:09/11/2017",Sale
ADVANCE REFUND Contract nr.: 402-0805625,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9852881 | 8.01% JB USD DCI VS JPY-112.7 | Interest rate:8.010000%|Nominal amount:2,000,000.00|Maturity:09.11.2017",SpotFxIn
"ADVANCE INTEREST Contract nr.: 402-0805616 | Interest rate: .0.810000% | Capital:300,000,000 | Period: 19/10/2017 - 09/11/2017 | Days: 21.00 / 360.00",LoanCost
CAP/interest rate8.01% JB USD DCI VS JPY-112.7,SpotFxIn
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9852881 | 8.01% JB USD DCI VS JPY -112.7 | Interest rate: 8.01% | Nominal amount: 2,000,000.00 | Maturity: 09.11.2017",Distribution
"ADVANCE INTEREST Contract nr.: 402-0805625 | Interest rate: 0.810000% | Capital:300,000,000 | Period: 19/11/2017 - 09/11/2017 | Days: 21.00 / 360.00",LoanCost
CAP/4.97% JB JPY DCI VS USD-112.3,SpotFxIn
CAP/8.17% JB JPY DCI VS USD-111.5,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr.9856523 /5.6% JB JPY DCI VS USD-113.3| Interest rate: 5.600000%/Nominal amount:500,000,000|Maturity:30.11.2017",Purchase
CAP/interest 5.960% JB JPY DCI VS USD-111,SpotFxIn
ADVANCE REFUND Contract nr.: 402-0805616,LoanRepay
ADVANCE OPENING Contract nr.: 402-0814170|Interest rate :0.810000% | Maturity:29/11/2017,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr.9856352 /5.19% JB JPY DCI VS USD-113.7| Interest rate: 5.1900%/Nominal amount:300,000,000|Maturity:29/11/2017",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9852483 | 6.25% JB JPY DCI VS USD-110.6 | Interest rate:110.6000%|Nominal amount:300,000,000 |Maturity:07/11/2017",Sale
CAP/6.25% JB JPY DCI VS USD-110.6,SpotFxIn
CAP/8.25% JB JPY DCI VS USD-113.3,SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9854950 | 8.25% JB JPY DCI VS USD-113.3 | Interest rate:113.3000%|Nominal amount:400,000,000 |Maturity:07/11/2017",Sale
ADVANCE REFUND Contract nr.: 402-0803953,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0803953 | Interest rate: 0.810000% | Capital:300,000,000 | Period: 17/10/2017 - 07/11/2017 | Days: 21.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402-0813389|Interest rate :0.810000% | Maturity:20.11.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402-0811048,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr.9853384 |6.93% JB JPY DCI VS USD-112|Interest rate:6.930000%|Nominal amount:200,000,000.00|Maturity:.11.2017",Sale
ADVANCE REFUND Contract nr.: 402-0806332,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0811048 | Interest rate: 0.810000% | Capital:400,000,000 | Period: 31/10/2017 - 07/11/2017 | Days: 7 / 365",LoanCost
CAP/6.93% JB JPY DCI VS USD-112,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr.9855900 /9.49% JB JPY DCI VS USD-113.3| Interest rate: 9.490000%/Nominal amount:200,000,000|Maturity:20.11.2017",Purchase
"ADVANCE INTEREST Contract nr.: 402-0806332 | Interest rate: 0.810000% | Capital:200,000,000 | Period: 23/10/2017 - 07/11/2017 | Days: 15 / 360",LoanCost
CAP/interest 7.7% JB JPY DCI VS USD-111.5,SpotFxIn
ADVANCE REFUND Contract nr.: 402-0798387,LoanRepay
"PURCHASE STRUCTURED PRODUCTS Security nr.9855664 /6.15% JB JPY DCI VS USD-113| Interest rate: 6.150000%/Nominal amount:500,000,000|Maturity:27.11.2017",Purchase
ADVANCE OPENING Contract nr.: 402-0812755|Interest rate :0.810000% | Maturity: 27.11.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402-0798546 | Interest rate: 0.810000% | Capital:200,000,000 | Period: 03.10.2017-06.11.2017 | Days: 34.00/360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9850090|7.70% JB JPY DCI VS USD-111.5000|Interest rate:7.700000%|Nominal amount:300,000,000.00|Maturity:06.11.2017",Sale
"ADVANCE INTEREST Contract nr.: 402-0798387 | Interest rate: 0.810000% | Capital:300,000,000 | Period: 03.10.2017-06.11.2017 | Days: 34.00/360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr.9850092 | 6.22% JB JPY DCI VS USD-111.0000|Interest rate:6.220000%|Nominal amount:200,000,000.00|Maturity:06.11.2017",Sale
ADVANCE REFUND Contract nr.: 402-0798546,LoanRepay
CAP/6.22% JB JPY DCI VS USD-111,SpotFxIn
ADVANCE REFUND Contract nr.: 402-0802046,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0802046| Interest rate: 0.980000% | Capital:338,734.32 | Period: 16.10.2017-15.11.2017 | Days: 30.00/365.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0802050,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0802050| Interest rate: 0.980000% | Capital:338,734.32 | Period: 16.10.2017-15.11.2017 | Days: 30.00/365.00",LoanCost
ADVANCE OPENING Contract nr.: 402-0816785|Interest rate :1.200000% | Maturity:15.12.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0816787|Interest rate :1.200000% | Maturity:15.12.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402-0808519 | Interest rate: 1.030000% | Capital:338,734.32 | Period: 30.10.2017-13.11.2017 | Days: 14.00/365.00",LoanCost
ADVANCE REFUND Contract nr.: 402-0808519,LoanRepay
ADVANCE REFUND Contract nr.:402-0773798,LoanRepay
"ADVANCE INTEREST Contract nr.: 402-0773798 | Interest rate: 1.040000% | Capital:722,773.26 | Period: 10.08.2017-10.11.2017 | Days: 92.00/365",LoanCost
ADVANCE OPENING Contract nr.: 402-0814294|Interest rate :1.20000% | Maturity:13.12.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0813712|Interest rate :1.140000% | Maturity:11.12.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0794762 | Interest rate: 0.610000% | Capital: 964,128.13 | Period: 25.09.2017 - 30.11.2017 | Days: 66.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0794762,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0823163 | Interest rate: 0.610000% | Maturity: 30.01.2018,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0807548 | Interest rate: 0.610000% | Capital: 502,457.12 | Period: 25.10.2017 - 24.11.2017 | Days: 30.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0807536 | Interest rate: 0.610000% | Capital: 1,526,561.24 | Period: 25.10.2017 - 24.11.2017 | Days: 30.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0807540 | Interest rate: 0.610000% | Capital: 2,325,412.34 | Period: 25.10.2017 - 24.11.2017 | Days: 30.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0807536,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0807540,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0807548,LoanRepay
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 14428520 | UNITS JPMORGAN FUNDS SICAV | Quantity: 13,000.00",Distribution
ADVANCE OPENING Contract nr.: 402-0819741 |Interest rate:0.610000% | Maturity:22.12.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0819740 |Interest rate:0.610000% | Maturity:22.12.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402-0819738 |Interest rate:0.610000% | Maturity:22.12.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUND Security nr. 4273607 | UNITS FRANKLIN TEMPLETON INV FD SICA | Quantity: 230,000.00",Distribution
"DIVIDEND PAYMENT INVESTMENT FUND Security nr. 26013077 | UNITS BLACKROCK GLOBAL FUNDSSICAV | Quantity: 165,000.00",Distribution
"SALE BONDS Security nr. 37526015 | 6 % NOTES SOFTBANK GROUP CORP | Interest rate: 6.000000% | Nominal amount: 1,000,000.00 | Maturity: 31.12.2050",Sale
ADVANCE OPENING Contract nr.: 402 - 0811047 | Interest rate: 2.020000% | Maturity: 14.11.2017,LoanCreate
"PURCHASE BONDS Security nr. 38799626 | 7 1/2 % NOTES OIL & GAS HLDG CO | Interest rate: 7.500000% | Nominal amount: 500,000.00 | Maturity: 25.10.2027",Purchase
"ADVANCE INTEREST Contract nr.: 402 - 0808106 | Interest rate: 2.000000% | Capital: 1,029,715.87 | Period: 24.10.2017 - 31.10.2017 | Days: 7.00 / 360.00",LoanCost
"PURCHASE BONDS Security nr. 38799626 | 7 1/2 % NOTES OIL & GAS HLDG CO | Interest rate: 7.500000% | Nominal amount: 500,000.00 | Maturity: 25.10.2027",Purchase
ADVANCE REFUND Contract nr.: 402 - 0808106,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0794764 | Interest rate: 2.040000% | Capital: 1,749,770.17 | Period: 28.09.2017 - 30.10.2017 | Days: 32.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0794764,LoanRepay
"SALE BONDS Security nr. 37526015 | 6 % NOTES SOFTBANK GROUP CORP | Interest rate: 6.000000% | Nominal amount: 1,000,000.00 | Maturity: 31.12.2050",Sale
ADVANCE OPENING Contract nr.: 402 - 0808106 | Interest rate: 2.000000% | Maturity: 31.10.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0808515 | Interest rate: 2.040000% | Maturity: 29.11.2017,LoanCreate
"COUPON PAYMENT BONDS Security nr. 36455012 | 6 3/8 % BONDS OXLEY MTN PTE LTD | Interest rate: 6.375000% | Nominal amount: 1,000,000.00 | Maturity: 21.04.2021",Distribution
"SUBSCRIPTION INVESTMENT FUND Security nr. 19814968 | UNITS AB SICAV I SICAV | Quantity: 36,000.00",Purchase
"SUBSCRIPTION INVESTMENT FUND Security nr. 11928659 | UNIT INVESTEC GLB STRATEGY FD SICAV | Quantity: 34,000.00",Purchase
ADVANCE REFUND Contract nr.: 402 - 0774507,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0774507 | Interest rate: 2.130000% | Capital: 1,025,227.08 | Period: 11.08.2017 - 24.10.2017 | Days: 74.00 / 360.00",LoanCost
"SALE BONDS Security nr. 37526015 | 6 % NOTES SOFTBANK GROUP CORP | Interest rate: 6.000000% | Nominal amount: 600,000.00 | Maturity: 31.12.2050",Sale
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 1628315 | UNIT FRANKLIN TEMPLETON INV FD SICA | Quantity: 387,000.00",Distribution
"SALE BONDS Security nr. 38205293 | 4 3/4 % NOTES JULIUS BAER GROUP | Interest rate: 4.750000% | Nominal amount: 500,000.00 | Maturity: 31.12.2050",Sale
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9970936 | 4.2% JB USD DCI VS JPY-112.5 | Interest rate: 4.200000% | Nominal amount: 2,000,000.00 | Maturity: 19.10.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970936 | 4.2% JB USD DCI VS JPY-112.5 | Interest rate: 4.200000% | Nominal amount: 2,000,000.00 | Maturity: 19.10.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9852881 | 8.01% JB USD DCI VS JPY-112.7 | Interest rate: 8.010000% | Nominal amount: 2,000,000.00 | Maturity: 09.11.2017",Purchase
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 14832683 | UNIT CULLEN FUNDS PLC/NORTH AMERICA | Quantity: 67,000.00",Distribution
CAP/4.2% JB USD DCI VS JPY-112.5,SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0790926,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0790926 | Interest rate: 2.030000% | Capital: 878,536.29 | Period: 18.09.2017 - 18.10.2017 | Days: 30.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0804266 | Interest rate: 2.040000% | Maturity: 17.11.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0788876 | Interest rate: 2.040000% | Capital: 994,880.79 | Period: 15.09.2017 - 16.10.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0788878,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0788876,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0788878 | Interest rate: 2.040000% | Capital: 501,563.95 | Period: 15.09.2017 - 16.10.2017 | Days: 31.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0794439,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0794439 | Interest rate: 2.020000% | Capital: 883,686.87 | Period: 26.09.2017 - 13.10.2017 | Days: 17.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0802044 | Interest rate: 2.040000% | Maturity: 15.11.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity: 39,800.00",Distribution
ADVANCE OPENING Contract nr.: 402 - 0802039 | Interest rate: 2.040000% | Maturity: 15.11.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0801562 | Interest rate: 2.040000% | Maturity: 13.11.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18762448 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 100,000.00",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9971370 | 6.86% JB USD DCI VS JPY-112.5 | Interest rate: 6.860000% | Nominal amount: 2,000,000.00 | Maturity: 11.10.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9971370 | 6.86% JB USD DCI VS JPY-112.5 | Interest rate: 6.860000% | Nominal amount: 2,000,000.00 | Maturity: 11.10.2017",Sale
"ADVANCE INTEREST Contract nr.: 402 - 0778213 | Interest rate: 2.100000% | Capital: 868,650.68 | Period: 21.08.2017 - 11.10.2017 | Days: 51.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0778213,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0786794,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0801138 | Interest rate: 2.040000% | Maturity: 09.11.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18564323 | UNITS NOMURA FUNDS IRELAND PLC | Quantity: 7,800.00",Distribution
ADVANCE OPENING Contract nr.: 402 - 0800971 | Interest rate: 2.040000% | Maturity: 10.11.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0800969 | Interest rate: 2.040000% | Maturity: 10.11.2017,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 18553502 | UNITS NEUBERGER BERMAN INVESTMENT F | Quantity: 96,000.00",Distribution
"SUBSCRIPTION INVESTMENT FUND Security nr. 21966706 | UNITS SCHRODER INTL SELECT FD SICAV | Quantity: 19,000.00",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 36967581 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 18.160000% | Nominal amount: 1,000,000.00 | Maturity: 05.10.2017",Sale
"ADVANCE INTEREST Contract nr.: 402 - 0786794 | Interest rate: 2.030000% | Capital: 10,068,601.74 | Period: 11.09.2017 - 11.10.2017 | Days: 30.00 / 360.00",LoanCost
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 36967581 | BK JULIUS BAER FIXED COUPON NOTE | Interest rate: 18.160000% | Nominal amount: 1,000,000.00 | Maturity: 05.10.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970393 | 4.77% JB USD DCI VS JPY-111.25 | Interest rate: 4.770000% | Nominal amount: 2,671,788.26 | Maturity: 05.10.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9968696 | 4.95% JB USD DCI VS JPY-111.9 | Interest rate: 4.950000% | Nominal amount: 2,237,970.61 | Maturity: 05.10.2017",Sale
"ADVANCE INTEREST Contract nr.: 402 - 0785563 | Interest rate: 2.040000% | Capital: 1,000,000.00 | Period: 05.09.2017 - 05.10.2017 | Days: 30.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9968695 | 7.5% JB USD DCI VS JPY-111.2 | Interest rate: 7.500000% | Nominal amount: 4,504,133.03 | Maturity: 05.10.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970396 | 5.7% JB USD DCI VS JPY-111 | Interest rate: 5.700000% | Nominal amount: 2,661,873.30 | Maturity: 05.10.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970393 | 4.77% JB USD DCI VS JPY-111.25 | Interest rate: 4.770000% | Nominal amount: 2,671,788.26 | Maturity: 05.10.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970396 | 5.7% JB USD DCI VS JPY-111 | Interest rate: 5.700000% | Nominal amount: 2,661,873.30 | Maturity: 05.10.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9968697 | 5.41% JB USD DCI VS JPY-111.75 | Interest rate: 5.410000% | Nominal amount: 2,241,761.61 | Maturity: 05.10.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9968697 | 5.41% JB USD DCI VS JPY-111.75 | Interest rate: 5.410000% | Nominal amount: 2,241,761.61 | Maturity: 05.10.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970394 | 3.88% JB USD DCI VS JPY-111.5 | Interest rate: 3.880000% | Nominal amount: 3,562,448.58 | Maturity: 05.10.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9970394 | 3.88% JB USD DCI VS JPY-111.5 | Interest rate: 3.880000% | Nominal amount: 3,562,448.58 | Maturity: 05.10.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9968696 | 4.95% JB USD DCI VS JPY-111.9 | Interest rate: 4.950000% | Nominal amount: 2,237,970.61 | Maturity: 05.10.2017",SpotFxOut
ADVANCE REFUND Contract nr.: 402 - 0785563,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9968695 | 7.5% JB USD DCI VS JPY-111.2 | Interest rate: 7.500000% | Nominal amount: 4,504,133.03 | Maturity: 05.10.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0800611,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0812437 | Interest rate: 0.810000% | Maturity: 16.11.2017,LoanCreate
CAP/5.95% JB JPY DCI VS USD-112.7,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9855416 | 4.68% JB JPY DCI VS USD-111.9 | Interest rate: 4.680000% | Nominal amount: 1,000,000,000.00 | Maturity: 24.11.2017",Purchase
CAP/5.76% JB JPY DCI VS USD-111,SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9854155 | 5.95% JB JPY DCI VS USD-112.7 | Interest rate: 5.950000% | Nominal amount: 800,000,000.00 | Maturity: 02.11.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9854148 | 5.72% JB JPY DCI VS USD-112.4 | Interest rate: 5.720000% | Nominal amount: 500,000,000.00 | Maturity: 02.11.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0808501,LoanRepay
CAP/5.72% JB JPY DCI VS USD-112.4,SpotFxIn
"PURCHASE STRUCTURED PRODUCTS Security nr. 9855417 | 6.13% JB JPY DCI VS USD-112.15 | Interest rate: 6.130000% | Nominal amount: 1,300,000,000.00 | Maturity: 16.11.2017",Purchase
"ADVANCE INTEREST Contract nr.: 402 - 0800611 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 06.10.2017 - 02.11.2017 | Days: 27.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0808501 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 26.10.2017 - 02.11.2017 | Days: 7.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9850742 | 5.76% JB JPY DCI VS USD-111 | Interest rate: 5.760000% | Nominal amount: 500,000,000.00 | Maturity: 02.11.2017",Sale
CAP/10.23% JB JPY DCI VS USD-112.3,SpotFxIn
ADVANCE OPENING Contract nr.: 402 - 0811048 | Interest rate: 0.810000% | Maturity: 07.11.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0807252,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0807252 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 24.10.2017 - 31.10.2017 | Days: 7.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 9854950 | 8.25% JB JPY DCI VS USD-113.3 | Interest rate: 8.250000% | Nominal amount: 400,000,000.00 | Maturity: 07.11.2017",Purchase
ADVANCE OPENING Contract nr.: 402 - 0810787 | Interest rate: 0.810000% | Maturity: 13.11.2017,LoanCreate
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9853659 | 10.23% JB JPY DCI VS USD-112.3 | Interest rate: 10.230000% | Nominal amount: 300,000,000.00 | Maturity: 31.10.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9854671 | 6.43% JB JPY DCI VS USD-112.4 | Interest rate: 6.430000% | Nominal amount: 900,000,000.00 | Maturity: 13.11.2017",Purchase
ADVANCE REFUND Contract nr.: 402 - 0795218,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0802944 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 13.10.2017 - 27.10.2017 | Days: 14.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9972502 | 5.67% JB JPY DCI VS USD-110.5 | Interest rate: 5.670000% | Nominal amount: 100,000,000.00 | Maturity: 27.10.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0802944,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9851891 | 5.34% JB JPY DCI VS USD-110.7 | Interest rate: 5.340000% | Nominal amount: 500,000,000.00 | Maturity: 27.10.2017",Sale
CAP/5.67% JB JPY DCI VS USD-110.5,SpotFxIn
CAP/5.34% JB JPY DCI VS USD-110.7,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0795218 | Interest rate: 0.810000% | Capital: 100,000,000.00 | Period: 27.09.2017 - 27.10.2017 | Days: 30.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9850480 | 4.62% JB JPY DCI VS USD-110.8 | Interest rate: 4.620000% | Nominal amount: 500,000,000.00 | Maturity: 26.10.2017",Sale
CAP/4.62% JB JPY DCI VS USD-110.8,SpotFxIn
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9972274 | 4.13% JB JPY DCI VS USD-109.5 | Interest rate: 4.130000% | Nominal amount: 300,000,000.00 | Maturity: 26.10.2017",Sale
